#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord      ---- domain strat stats ----- 
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc   q-value local FDR  FDR|lFDR description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- --------- --------- --------- ---------------------
zf-Di19              PF05605.12    54 PF3D7_0403400        -           3825   8.4e-06   12.4   0.0   1   1   4.6e-05   4.6e-05   10.0   0.0     3    28  1939  1965  1938  1968 0.87      0.13      0.21     0.007 Drought induced 19 protein (Di19), zinc-binding
YtkA                 PF13115.6     86 PF3D7_1322700        -            318   1.7e-06   14.9   0.0   1   1   5.1e-06   5.1e-06   13.4   0.0    34    83   209   257   190   259 0.82     0.028         1         1 YtkA-like
IMCp                 PF12314.8     94 PF3D7_0823500        -            502   6.3e-27   80.1  50.4   1   2   3.2e-07   3.2e-07   16.9  17.2     1    50    29    78    24    79 0.80    0.0001     0.052    0.0016 Inner membrane complex protein
IMCp                 PF12314.8     94 PF3D7_0823500        -            502   6.3e-27   80.1  50.4   2   2   2.5e-23   2.5e-23   68.6  26.0     1    93    77   169    77   170 0.97   1.5e-20   5.4e-12     4e-14 Inner membrane complex protein
Sorb                 PF02208.16    46 PF3D7_0810700        -            141   1.1e-05   11.6   0.2   1   1   2.1e-05   2.1e-05   10.6   0.2    28    41     6    21     1    23 0.89      0.11         1         1 Sorbin homologous domain
Ac110_PIF            PF07280.11    43 PF3D7_0810700        -            141   1.2e-05   11.4   0.9   1   1     4e-05     4e-05    9.7   0.2    24    39    34    49    23    52 0.73      0.22         1         1 Per os infectivity factor AC110
Helicase_C_3         PF13625.6    127 PF3D7_1037600        -            886   4.1e-33  100.5   0.0   1   1   7.1e-33   7.1e-33   99.7   0.0     1   123   111   234   111   238 0.98   3.9e-29         1         1 Helicase conserved C-terminal domain
ResIII               PF04851.15   171 PF3D7_1037600        -            886   4.6e-20   58.5   0.0   1   1   4.6e-20   4.6e-20   58.5   0.0     2   169   385   544   384   546 0.85   2.5e-16   5.2e-07   7.3e-09 Type III restriction enzyme, res subunit
ERCC3_RAD25_C        PF16203.5    247 PF3D7_1037600        -            886  7.3e-104  332.4   3.8   1   1  2.3e-103  2.3e-103  330.8   3.8     1   236   570   809   570   827 0.91   1.3e-99         1         1 ERCC3/RAD25/XPB C-terminal helicase
Lactamase_B_4        PF13691.6     63 PF3D7_1465300        -            858   6.7e-11   28.1   0.0   1   1     2e-10     2e-10   26.5   0.0    25    63    29    65    16    65 0.87   1.1e-06         1         1 tRNase Z endonuclease
DUF2529              PF10740.9    168 PF3D7_1465300        -            858   1.3e-05   11.1   0.0   1   1   4.4e-05   4.4e-05    9.4   0.0    34    67    74   107    68   165 0.80      0.24         1         1 Domain of unknown function (DUF2529)
Lactamase_B_6        PF16661.5    193 PF3D7_1465300        -            858   4.1e-09   22.3   0.2   2   2   7.1e-05   7.1e-05    8.4   0.1     1    57   594   654   594   661 0.69     0.077         1         1 Metallo-beta-lactamase superfamily domain
Lactamase_B_2        PF12706.7    201 PF3D7_1465300        -            858   1.1e-15   43.8   0.0   1   1   1.4e-14   1.4e-14   40.2   0.0    32   201   633   801   627   801 0.84   2.5e-11   7.4e-10   5.5e-12 Beta-lactamase superfamily domain
DHHC                 PF01529.20   134 PF3D7_1121000        -            293   1.1e-33  102.4  19.7   1   1   1.1e-33   1.1e-33  102.4  19.7     6   131   109   239   103   242 0.77   7.5e-31   1.2e-28   1.2e-30 DHHC palmitoyltransferase
DUF2207              PF09972.9    492 PF3D7_0527400        -            175   7.3e-06   11.0   0.9   1   1   8.5e-06   8.5e-06   10.8   0.9   293   440     9   163     2   173 0.44    0.0017     0.052    0.0016 Predicted membrane protein (DUF2207)
RRM_occluded         PF16842.5     79 PF3D7_0716000        -           1125   6.3e-09   21.9   0.8   1   1   2.4e-06   2.4e-06   13.7   0.0    31    74   691   733   651   736 0.79     0.013     0.052    0.0016 Occluded RNA-recognition motif
RRM_1                PF00076.22    70 PF3D7_0716000        -           1125   6.5e-20   57.1   3.7   2   3   5.6e-08   5.6e-08   18.9   0.4     1    61   791   851   791   856 0.91   3.2e-06   4.4e-05   7.3e-07 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
RRM_1                PF00076.22    70 PF3D7_0716000        -           1125   6.5e-20   57.1   3.7   3   3   1.5e-08   1.5e-08   20.7   0.0    37    68  1045  1076  1034  1078 0.88   8.9e-07   4.4e-05   7.3e-07 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
CLP1_P               PF16575.5    188 PF3D7_0303100        -           1441   4.9e-24   71.3   0.1   1   1   1.5e-23   1.5e-23   69.7   0.1     1   158   525   697   525   713 0.80   8.2e-20   4.6e-07   6.6e-09 mRNA cleavage and polyadenylation factor CLP1 P-loop
DEAD                 PF00270.29   176 PF3D7_0411400        -           1304     8e-22   64.0   1.6   1   1   1.2e-21   1.2e-21   63.4   0.1     1   166   263   438   263   448 0.80   1.8e-19     4e-17   2.6e-19 DEAD/DEAH box helicase
Helicase_C           PF00271.31   111 PF3D7_0411400        -           1304   2.2e-14   40.1   0.3   1   1   2.2e-14   2.2e-14   40.1   0.3    22   103   900   993   885   995 0.83   2.4e-12   1.1e-10   1.2e-12 Helicase conserved C-terminal domain
PRESAN               PF09687.10   125 PF3D7_0402000        -            428   1.1e-20   60.7   5.9   1   1   1.1e-20   1.1e-20   60.7   5.9     2   125   161   286   160   286 0.93   1.1e-18   3.3e-17   2.5e-19 Plasmodium RESA N-terminal
FAM101               PF15068.6    206 PF3D7_0215100        -            298   5.6e-05    9.3   0.1   1   1   9.8e-05   9.8e-05    8.5   0.1   164   187   111   134   106   155 0.91      0.53         1         1 FAM101 family
RNA_pol_Rpb2_2       PF04561.14   190 PF3D7_0215100        -            298   4.5e-06   12.6   0.6   1   1   8.4e-06   8.4e-06   11.7   0.6    42   111   147   204    98   217 0.74     0.015         1         1 RNA polymerase Rpb2, domain 2
zf-C3HC4_3           PF13920.6     50 PF3D7_0215100        -            298   1.7e-19   55.7  12.4   1   1   1.7e-19   1.7e-19   55.7  12.4     2    48   236   282   235   284 0.96   9.2e-16   3.8e-12   3.7e-14 Zinc finger, C3HC4 type (RING finger)
DUF1084              PF06454.11   273 PF3D7_0908300.2      -            263   2.5e-14   39.4  21.8   1   1   1.7e-13   1.7e-13   36.7  17.4    86   192    85   196     9   207 0.79   4.6e-10         1         1 Protein of unknown function (DUF1084)
Beta_helix           PF13229.6    158 PF3D7_0929900        -            191   1.1e-05   11.6   1.8   1   1   1.4e-05   1.4e-05   11.2   1.6    39    90    29    78    17   124 0.74     0.076         1         1 Right handed beta helix region
Adaptin_N            PF01602.20   524 PF3D7_0808100        -           1609   1.6e-23   69.1  42.1   1   4     2e-12     2e-12   32.4   4.7    20   115    51   151    30   162 0.86   9.9e-10   7.3e-09   7.4e-11 Adaptin N terminal region
Adaptin_N            PF01602.20   524 PF3D7_0808100        -           1609   1.6e-23   69.1  42.1   2   4   1.3e-09   1.3e-09   23.1   0.1    97   159   261   322   249   332 0.86   4.4e-07     0.004   0.00014 Adaptin N terminal region
Adaptin_N            PF01602.20   524 PF3D7_0808100        -           1609   1.6e-23   69.1  42.1   3   4   2.6e-06   2.6e-06   12.2   0.4   188   256   481   548   468   572 0.82   0.00079         1         1 Adaptin N terminal region
Adaptin_N            PF01602.20   524 PF3D7_0808100        -           1609   1.6e-23   69.1  42.1   4   4     2e-10     2e-10   25.9   4.6   314   407   729   835   713   843 0.91   7.3e-08     6e-06   7.9e-08 Adaptin N terminal region
AMIN                 PF11741.8     97 PF3D7_1222800        -            263   3.1e-05   10.4   4.4   1   1   8.4e-05   8.4e-05    9.0   1.6    11    82    21    99    11   115 0.70      0.27      0.27    0.0086 AMIN domain
DUF4366              PF14283.6    146 PF3D7_1222800        -            263   2.7e-06   13.7   0.7   1   1   2.7e-06   2.7e-06   13.7   0.7    46    84   144   181   136   246 0.68     0.014     0.014   0.00043 Domain of unknown function (DUF4366)
GTP_EFTU             PF00009.27   194 PF3D7_1357000        -            443   4.4e-57  178.9   0.0   1   1   6.4e-57   6.4e-57  178.4   0.0     1   190     5   220     5   224 0.91   5.8e-54   1.1e-47   1.7e-49 Elongation factor Tu GTP binding domain
GTP_EFTU_D2          PF03144.25    74 PF3D7_1357000        -            443   1.1e-15   44.1   0.5   1   1   3.8e-15   3.8e-15   42.4   0.1     1    72   246   311   246   313 0.93     3e-12   4.8e-10   4.2e-12 Elongation factor Tu domain 2
GTP_EFTU_D3          PF03143.17   112 PF3D7_1357000        -            443   1.2e-45  140.7   0.1   1   1   2.9e-45   2.9e-45  139.5   0.0     2   111   320   427   319   428 0.98   7.9e-42   7.6e-27   2.2e-29 Elongation factor Tu C-terminal domain
TGT                  PF01702.18   350 PF3D7_1434100        -            407   3.7e-39  120.9   1.0   1   1   4.6e-39   4.6e-39  120.6   1.0    10   348    10   400     5   402 0.73   8.3e-36   4.2e-25   2.1e-27 Queuine tRNA-ribosyltransferase
Tenui_NCP            PF04876.12   173 PF3D7_1331400        -            481   3.4e-05    9.7   0.1   1   1   6.2e-05   6.2e-05    8.8   0.1   115   157    43    86    34    97 0.82      0.34         1         1 Tenuivirus major non-capsid protein
CPW_WPC              PF09717.10    59 PF3D7_1331400        -            481   8.2e-72  224.5  72.7   1   5   3.8e-19   3.8e-19   55.8   8.7     1    59    84   146    84   146 0.97   1.9e-16     3e-15     3e-17 Plasmodium falciparum domain of unknown function (CPW_WPC)
CPW_WPC              PF09717.10    59 PF3D7_1331400        -            481   8.2e-72  224.5  72.7   2   5   2.7e-19   2.7e-19   56.2   3.6     2    58   157   215   155   216 0.97   1.8e-16   3.4e-16   4.3e-18 Plasmodium falciparum domain of unknown function (CPW_WPC)
CPW_WPC              PF09717.10    59 PF3D7_1331400        -            481   8.2e-72  224.5  72.7   3   5   1.4e-17   1.4e-17   50.7  12.2     3    58   222   277   219   278 0.96   3.6e-15   2.7e-14   2.1e-16 Plasmodium falciparum domain of unknown function (CPW_WPC)
TF_AP-2              PF03299.14   197 PF3D7_1331400        -            481   2.7e-05   10.4   0.2   1   1   8.3e-05   8.3e-05    8.8   0.1    88   125   261   297   258   331 0.80      0.45         1         1 Transcription factor AP-2
CPW_WPC              PF09717.10    59 PF3D7_1331400        -            481   8.2e-72  224.5  72.7   4   5   4.2e-18   4.2e-18   52.5   8.9     1    58   281   337   281   338 0.97   1.4e-15     4e-15   4.7e-17 Plasmodium falciparum domain of unknown function (CPW_WPC)
CPW_WPC              PF09717.10    59 PF3D7_1331400        -            481   8.2e-72  224.5  72.7   5   5     2e-12     2e-12   34.3   7.5     1    59   348   428   348   428 0.85     3e-10   3.8e-07   4.5e-09 Plasmodium falciparum domain of unknown function (CPW_WPC)
ZapB                 PF06005.12    71 PF3D7_0419000        -            440   1.2e-06   15.2   1.6   1   1   1.2e-06   1.2e-06   15.2   1.6    12    52   386   429   379   436 0.83    0.0065         1         1 Cell division protein ZapB
Adaptin_N            PF01602.20   524 PF3D7_0617100        -           1236   2.2e-52  164.3  39.9   1   3   7.4e-27   7.4e-27   80.1   8.1     1   151    25   181    25   241 0.85     5e-24   9.8e-18   8.1e-20 Adaptin N terminal region
Adaptin_N            PF01602.20   524 PF3D7_0617100        -           1236   2.2e-52  164.3  39.9   2   3   1.8e-21   1.8e-21   62.3  17.4   188   414   333   664   294   685 0.81   1.1e-18     6e-14   5.6e-16 Adaptin N terminal region
Zip                  PF02535.22   333 PF3D7_0617100        -           1236   8.5e-06   11.2  25.6   1   2   2.8e-05   2.8e-05    9.5   0.1    94   165   653   722   633   799 0.60     0.014      0.11    0.0036 ZIP Zinc transporter
Adaptin_N            PF01602.20   524 PF3D7_0617100        -           1236   2.2e-52  164.3  39.9   3   3   2.7e-12   2.7e-12   32.0   0.4   421   522   734   835   718   837 0.84   1.2e-09   2.3e-08   2.7e-10 Adaptin N terminal region
Zip                  PF02535.22   333 PF3D7_0617100        -           1236   8.5e-06   11.2  25.6   2   2   1.1e-05   1.1e-05   10.9   7.1   102   172   894   976   860  1095 0.55    0.0067     0.032   0.00092 ZIP Zinc transporter
Diphthami_syn_2      PF01902.17   219 PF3D7_1222500        -            247   8.5e-43  132.5   0.3   1   1   2.2e-42   2.2e-42  131.2   0.3     1   208     1   228     1   234 0.89   1.2e-38         1         1 Diphthamide synthase
FemAB_like           PF04339.12   370 PF3D7_1405800        -            966   3.5e-05    9.1   5.3   1   1   6.9e-05   6.9e-05    8.1   5.3   145   201    80   138    47   151 0.72      0.38         1         1 Peptidogalycan biosysnthesis/recognition
BOP1NT               PF08145.12   260 PF3D7_1405800        -            966   6.6e-68  215.5  17.9   1   1   6.6e-68   6.6e-68  215.5  17.9     1   260   185   437   185   437 0.92   3.6e-64         1         1 BOP1NT (NUC169) domain
ANAPC4_WD40          PF12894.7     92 PF3D7_1405800        -            966   8.1e-07   15.6   1.0   1   1   8.8e-06   8.8e-06   12.3   0.1    25    71   738   789   728   812 0.67    0.0027    0.0058   0.00019 Anaphase-promoting complex subunit 4 WD40 domain
zf-C2HE              PF16278.5     64 PF3D7_1458600        -           1163   1.3e-06   15.1   1.0   1   1   1.3e-06   1.3e-06   15.1   1.0     4    64   219   291   217   291 0.72    0.0071         1         1 C2HE / C2H2 / C2HC zinc-binding finger
Exo_endo_phos        PF03372.23   233 PF3D7_0319200        -            906   7.9e-19   54.2   0.0   1   1   1.2e-18   1.2e-18   53.5   0.0     1   233   563   897   563   897 0.90   2.2e-15     4e-10   2.8e-12 Endonuclease/Exonuclease/phosphatase family
Interferon           PF00143.19   160 PF3D7_0211300        -            292   6.3e-06   12.6   0.5   1   1   2.3e-05   2.3e-05   10.8   0.1   128   148    74    94    70    97 0.90      0.13         1         1 Interferon alpha/beta domain
Ubiq_cyt_C_chap      PF03981.12   141 PF3D7_0211300        -            292   3.2e-31   94.5   0.0   1   1   4.3e-31   4.3e-31   94.1   0.0     3   141   104   245   102   245 0.98   2.3e-27   2.5e-06   4.4e-08 Ubiquinol-cytochrome C chaperone
DUF2914              PF11141.8     63 PF3D7_0611300        -            280   4.7e-05    9.4   0.0   1   1   9.7e-05   9.7e-05    8.4   0.0     6    56   206   264   205   270 0.77      0.53         1         1 Protein of unknown function (DUF2914)
CN_hydrolase         PF00795.22   261 PF3D7_0926700        -            839   4.7e-07   15.5   0.0   1   1   9.7e-07   9.7e-07   14.4   0.0    10   128    15   143     7   156 0.84    0.0053      0.22    0.0073 Carbon-nitrogen hydrolase
NAD_synthase         PF02540.17   242 PF3D7_0926700        -            839   1.1e-23   69.7   3.3   1   1   4.2e-22   4.2e-22   64.5   3.3    15   199   485   752   474   762 0.84   2.3e-18   1.5e-05   1.7e-07 NAD synthase
sCache_like          PF16736.5    117 PF3D7_1025100        -            829   1.7e-05   11.2   4.4   1   1   6.6e-05   6.6e-05    9.3   4.4    52   113   104   166    99   169 0.88      0.36         1         1 Single Cache-like
GATase_6             PF13522.6    134 PF3D7_1025100        -            829   5.2e-24   71.2   0.0   1   1   9.5e-24   9.5e-24   70.3   0.0     8   134   280   413   273   413 0.88   5.2e-20         1         1 Glutamine amidotransferase domain
Adenosine_kin        PF04008.14   154 PF3D7_1025100        -            829   1.2e-06   14.6   0.1   1   1   4.8e-05   4.8e-05    9.4   0.0    21    97   468   543   465   556 0.86      0.26         1         1 Adenosine specific kinase
SIS                  PF01380.22   131 PF3D7_1025100        -            829   6.9e-40  122.2   0.3   1   2   1.3e-19   1.3e-19   56.5   0.0     2   129   508   634   507   653 0.89   3.5e-16         1         1 SIS domain
SIS                  PF01380.22   131 PF3D7_1025100        -            829   6.9e-40  122.2   0.3   2   2   1.4e-21   1.4e-21   63.0   0.0     2   129   682   810   681   812 0.89   7.6e-18     7e-16   7.3e-18 SIS domain
PRP3                 PF08572.10   223 PF3D7_1024300        -            130   1.3e-05   11.2   0.7   1   1   1.4e-05   1.4e-05   11.0   0.7    31   127     5    99     1   118 0.52     0.025         1         1 pre-mRNA processing factor 3 (PRP3)
